1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
R_3M9CXnCLr1rUl6k,3/7/16 10:24,3/7/16 10:25,1,fQW4FvoD7YJtY65Xj,0,3,,,0,1,,,,,,,0,2,,,0,2,,,0,1,,,,,,,0,3,,,0,2,,,,,,,,,,,0,3,0,1,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,,,
R_2SADR7qolEVU2nO,3/7/16 11:12,3/7/16 11:13,1,kzsfFDBTiA8Hm5zG8,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,,,0,2,,,,,0,1,,,0,2,,,,,0,3,,,,,0,1,,,,,
R_u1vHUUSzrmJ3uj7,3/7/16 11:25,3/7/16 11:26,1,J2cummHqPe6hMCzQa,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,
R_3nkGMgm4fuqx5Cc,3/7/16 13:21,3/7/16 13:24,1,oD7a6GFkarvp84PRt,,,,,,,0,3,,,0,2,0,1,,,,,0,2,,,,,,,0,3,0,1,,,,,0,2,,,0,3,,,,,0,1,,,0,2,,,,,,,,,0,3,0,1,,,,,,,0,1,,,,,0,2,0,3,,,,,
R_28LK0BuN0eWj4x6,3/7/16 13:59,3/7/16 14:00,1,FK4Hu9RZqcpEHNEsT,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,,,
R_2bHJzax1XJy5dGS,3/7/16 13:59,3/7/16 14:01,1,HzyJf3ecpepyFffL9,0,3,,,,,,,,,0,1,0,2,,,0,2,0,3,,,,,,,0,1,,,,,0,1,0,3,,,,,,,0,2,,,,,0,3,,,,,,,,,0,1,0,2,,,,,,,0,3,,,,,0,1,0,2,,,,,
R_umlNHdnNC8QhLIR,3/7/16 19:14,3/7/16 19:16,1,ozofPi8aj5tyaT4eg,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,,,
R_1dmnSzP2AUOZwHS,3/7/16 20:00,3/7/16 20:02,1,EK5MKqzgwbKp4H3b3,0,2,0,3,,,,,,,,,0,1,,,0,1,0,2,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,0,1,0,2,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,,,
R_3PnuM4MwfYT84MD,3/8/16 0:21,3/8/16 0:22,1,gouSf322Wfbff39Ry,,,,,0,3,,,0,2,,,0,1,,,0,3,0,1,,,,,,,,,0,2,,,0,2,0,1,,,,,,,,,0,3,,,,,0,3,0,2,,,,,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_3MSEy7Aifu7AwpD,3/8/16 1:27,3/8/16 1:29,1,rzgwdpdiJDSxYGZnA,,,,,,,,,,,0,3,0,1,0,2,0,2,,,0,1,,,,,,,0,3,,,0,1,,,0,3,,,,,,,0,2,,,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,0,2,0,1,0,3,,,
R_bvzuBdKfH9iZ6ZL,3/8/16 9:51,3/8/16 9:52,1,J4zEKsDmhBZRemQxx,0,3,,,0,2,,,,,,,0,1,,,0,1,,,0,2,,,,,,,0,3,,,0,1,,,0,2,,,,,,,0,3,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,,,
R_2WGZUWOKvoiZBl0,3/8/16 11:49,3/8/16 11:50,1,nxAYw9WDEpZEActyW,,,,,0,2,,,0,3,,,0,1,,,0,1,0,2,,,,,,,,,,,0,3,0,1,0,2,,,,,,,,,,,0,3,,,,,0,1,,,0,3,,,0,2,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_3lsKpJID0CeQyox,3/8/16 18:54,3/8/16 18:56,1,7pCqtPS3WupS8an42,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_21h34iTgChoyJIY,3/8/16 23:00,3/8/16 23:02,1,wZbv3M3dFcDzAi36e,0,3,,,0,2,,,,,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,0,1,,,0,3,,,,,,,0,2,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,,,
R_3siSoVaDLQXrL0R,3/9/16 5:50,3/9/16 5:51,1,XEFQSfMA4Np9cuPw7,,,,,,,,,0,3,,,0,2,0,1,0,3,0,1,,,,,,,,,,,0,2,0,1,0,2,,,,,,,,,,,0,3,,,,,,,,,0,3,,,0,2,0,1,,,,,0,3,,,,,,,0,2,0,1,,,
R_3Dddj11fSGUzV7l,3/9/16 9:32,3/9/16 9:33,1,z5RvEc5BoDxBiH3iy,0,2,,,0,1,,,,,0,3,,,,,0,3,,,0,2,,,,,,,0,1,,,,,,,0,1,,,0,2,,,0,3,,,,,0,3,0,1,,,,,,,0,2,,,0,2,,,0,3,,,,,,,0,1,,,,,
R_2s5rjowy2hqt1J3,3/9/16 9:46,3/9/16 9:47,1,qXjSPCjisfJ95eEvt,0,3,,,0,1,,,0,2,,,,,,,0,2,0,3,0,1,,,,,,,,,,,0,2,0,3,0,1,,,,,,,,,,,0,3,,,0,1,,,0,2,,,,,,,0,3,,,0,1,,,0,2,,,,,,,,,
R_3EB8uBuYOo3N7Mp,3/9/16 9:54,3/9/16 9:56,1,zHSLFZ2ThvDD5HYzx,0,2,,,0,3,,,,,,,0,1,,,,,0,1,0,3,,,,,,,0,2,,,0,3,0,1,,,,,,,,,0,2,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_3Eyvk6wbkvqRv5L,3/9/16 10:09,3/9/16 10:09,1,KhryLZQ5TvoZre7Wq,,,0,2,,,,,,,,,0,1,0,3,,,0,2,,,,,,,,,0,1,0,3,,,0,2,,,,,,,,,0,1,0,3,,,0,2,,,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,
R_25MyyETg0yNJu5N,3/9/16 10:11,3/9/16 10:13,1,BynvkWSwo2taRoXrX,0,2,,,,,,,0,1,,,,,0,3,0,1,0,2,,,,,,,,,,,0,3,0,1,0,2,,,,,,,,,0,3,,,0,1,,,0,2,,,,,,,0,3,,,0,2,,,,,,,,,,,0,1,0,3,,,
R_25ZoceIm84eLWe2,3/9/16 10:17,3/9/16 10:17,1,SPtAAc7NJbzx6HGnv,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,,,
R_tDvt0Q8Ab84qrzX,3/9/16 11:10,3/9/16 11:11,1,WWN5DFC5NTCBf5mzm,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_1FlB2G2yEUVu3D8,3/9/16 11:39,3/9/16 11:40,1,cLfpHqBMQyBqJmqZN,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,1,,,0,3,,,,,,,0,2,,,0,3,,,0,2,,,,,,,0,1,,,,,
R_3nARNjrDaAEptvW,3/9/16 11:42,3/9/16 11:44,1,ANpFmJSXtcMZLsKb7,0,3,,,,,0,1,0,2,,,,,,,0,1,0,2,,,0,3,,,,,,,,,0,1,0,2,0,3,,,,,,,,,,,0,2,,,,,0,1,,,,,0,3,,,0,2,,,0,3,0,1,,,,,,,,,,,
R_2E1bmZcUJuvPvmj,3/9/16 12:11,3/9/16 12:12,1,XXfq2mbXgiwoevAzb,,,0,1,0,3,,,,,,,0,2,,,0,1,0,2,,,,,,,,,0,3,,,0,1,0,2,,,,,,,,,0,3,,,,,0,2,0,3,,,,,,,0,1,,,,,0,2,0,3,,,,,,,0,1,,,,,
R_DP4FZhCkROXfvj3,3/9/16 12:40,3/9/16 12:40,1,CpCwPvRPuXbcP6cz2,0,1,0,3,0,2,,,,,,,,,,,0,1,0,3,0,2,,,,,,,,,,,0,3,0,1,0,2,,,,,,,,,,,,,,,0,3,,,0,1,,,,,0,2,0,2,,,0,1,,,,,,,,,0,3,,,
R_3Gx07Y1q0QIxQzE,3/9/16 12:53,3/9/16 12:54,1,kErKZoNcgLDEQLh9h,0,3,0,1,,,,,,,,,,,0,2,0,1,0,2,0,3,,,,,,,,,,,0,3,0,2,0,1,,,,,,,,,,,,,0,3,0,1,,,,,,,,,0,2,0,1,0,2,,,,,,,,,,,0,3,,,
R_pgZo5RybpD5fNIJ,3/9/16 16:47,3/9/16 16:48,1,RiaXcXZD8EMe3D675,,,,,0,3,0,2,,,0,1,,,,,0,2,0,1,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,,,0,1,,,,,,,
R_1l6qZLvYoljta2A,3/9/16 17:19,3/9/16 17:21,1,4KFh6N3nNwuJAz9bM,,,,,0,2,,,,,,,0,1,0,3,0,1,,,,,,,,,,,0,2,0,3,0,2,,,,,,,,,,,0,1,0,3,0,2,,,,,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,
R_3HGk8c54DM9Q7mL,3/9/16 18:25,3/9/16 18:27,1,Zni6Soax4z3GW8Df2,,,,,,,,,0,1,,,0,2,0,3,0,1,,,,,,,,,,,0,2,0,3,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,,,
R_5pDSxOVhFt8WwJr,3/9/16 20:29,3/9/16 20:30,1,MLNEv85tZLCBBPkBJ,0,1,0,2,0,3,,,,,,,,,,,0,1,0,2,0,3,,,,,,,,,,,,,,,0,2,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,
R_115FjT1kAVAAkZg,3/9/16 21:12,3/9/16 21:12,1,RRGteZxa2sZLjy7tF,0,1,,,0,3,,,,,,,0,2,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,,,
R_SH6MvaHgiVTqvQZ,3/9/16 21:53,3/9/16 21:56,1,eBK9ZbEMsYZr4qvN5,,,,,0,3,,,0,2,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,0,2,,,,,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_bme5Iqnr17juRuJ,3/9/16 22:41,3/9/16 22:44,1,GBR5Ti7uHcvswPGew,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,2,,,,,,,0,1,,,0,1,,,0,2,,,,,,,0,3,,,0,3,,,0,2,,,,,,,0,1,,,,,
R_4JvAb7RdxXZJ8Lr,3/10/16 0:09,3/10/16 0:10,1,wLGnCDxPy8oExZXAx,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,,,
R_2PuuaqcjwXfauqu,3/10/16 10:23,3/10/16 10:24,1,u469QjCESYfQpGHJC,0,2,0,3,,,,,,,,,0,1,,,0,3,0,2,,,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,,,0,3,0,2,,,,,0,1,,,,,0,2,0,3,,,,,,,0,1,,,,,
R_32VzZgiIL19kirL,3/10/16 10:30,3/10/16 10:31,1,KM8aPtzLYKjy9Wd6r,,,0,2,0,3,,,,,,,0,1,,,0,1,0,2,,,,,,,,,0,3,,,0,1,0,2,,,,,,,,,0,3,,,,,0,3,0,2,,,,,,,0,1,,,,,0,1,0,2,,,,,,,0,3,,,,,
R_3kvUys9AO5TenTk,3/10/16 13:18,3/10/16 13:19,1,n57DFjukqiJmSHEDQ,0,2,,,0,3,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,1,,,,,,,0,2,,,0,3,0,2,0,1,,,,,,,,,,,0,2,0,3,0,1,,,,,,,,,,,,,
R_eP4chQRvtJkJt7P,3/10/16 15:33,3/10/16 15:34,1,yqvi6AycizdfMW67J,0,1,0,2,0,3,,,,,,,,,,,0,1,0,2,0,3,,,,,,,,,,,0,1,0,2,0,3,,,,,,,,,,,0,2,0,3,0,1,,,,,,,,,,,0,1,0,2,0,3,,,,,,,,,,,,,
R_2rNMDdPXFDVd64D,3/10/16 23:30,3/10/16 23:32,1,TYLSC3JKidf2ijqLa,0,3,,,0,2,,,,,,,0,1,,,,,,,0,2,,,,,0,3,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,,,
R_2VvDXvQy6Z5uAab,3/11/16 3:42,3/11/16 3:43,1,qgdrKE9jGNxfQQS8Z,,,0,2,,,,,0,3,,,0,1,,,0,2,,,,,,,,,0,1,0,3,,,,,0,2,0,1,,,,,,,0,3,,,0,3,0,2,,,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,
R_2dN5fY2JhIOeEKf,3/11/16 5:50,3/11/16 5:52,1,SJfYbZhnHTBay5yyX,0,2,,,,,0,3,,,,,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,0,2,,,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,3,,,,,0,2,,,,,0,1,,,,,
R_3siTHZHL2wN1ukN,3/11/16 7:10,3/11/16 7:11,1,KgZMYh23LzaJQn9xQ,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_3dS9K5h52K9xUNZ,3/11/16 8:13,3/11/16 8:14,1,7WepedTffMwj4827y,,,,,,,0,2,,,,,0,1,0,3,0,1,,,,,,,,,,,0,2,0,3,,,,,,,,,0,2,,,0,1,0,3,,,,,,,0,2,,,,,0,1,0,3,0,1,,,,,,,0,3,,,0,2,,,,,
R_ahjqTVUG6BQaOnD,3/11/16 8:30,3/11/16 8:32,1,L9LpdeQFGzvFngGYS,0,2,,,0,3,,,0,1,,,,,,,,,,,0,3,,,0,1,,,0,2,,,,,,,0,2,,,0,1,,,0,3,,,0,3,,,0,2,,,0,1,,,,,,,,,,,0,3,,,0,1,,,0,2,,,,,
R_dj3Dw8PqD3MNNMl,3/11/16 10:34,3/11/16 10:35,1,Af6EwezJnoFReEpua,0,2,,,0,3,,,0,1,,,,,,,0,2,0,1,0,3,,,,,,,,,,,,,,,0,2,,,0,1,,,0,3,,,0,3,,,0,2,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,
R_bIvjImt5Br44vT3,3/11/16 10:40,3/11/16 10:42,1,5eAZsM6sSPgLp2AGc,0,1,0,2,,,0,3,,,,,,,,,0,1,,,,,,,,,0,2,0,3,,,0,1,,,0,3,,,0,2,,,,,,,,,0,1,,,0,2,0,3,,,,,,,0,3,,,0,2,0,1,,,,,,,,,,,
R_2OZlebKfYoAj2IR,3/11/16 11:06,3/11/16 11:06,1,NvQHkQfCNThsLfjfy,0,1,,,0,2,,,,,,,0,3,,,0,1,0,2,0,3,,,,,,,,,,,0,1,0,2,0,3,,,,,,,,,,,0,2,,,0,1,,,,,,,0,3,,,0,1,,,0,2,,,,,,,0,3,,,,,
R_3J2cQksRY3X92LY,3/11/16 11:06,3/11/16 11:07,1,k3GpWCr7PFT6C8hp7,0,2,0,3,,,,,0,1,,,,,,,0,2,0,1,,,,,,,,,0,3,,,0,2,0,1,0,3,,,,,,,,,,,,,0,2,0,3,,,,,,,0,1,,,0,3,0,2,,,,,,,,,0,1,,,,,
R_3qCd4dJycpo2gbl,3/11/16 11:20,3/11/16 11:22,1,ShADd3RgtYRfwa2MZ,0,2,0,3,,,,,,,,,0,1,,,,,0,3,,,,,,,0,2,0,1,,,,,0,3,,,,,,,0,2,0,1,,,0,1,0,3,,,,,,,,,0,2,,,0,2,0,3,,,,,,,,,0,1,,,,,
R_3g7vTSwJZMT3dkz,3/11/16 11:25,3/11/16 11:25,1,vHTKf9kPuCEvY8Fb8,0,1,0,2,,,,,,,,,0,3,,,0,3,0,2,,,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,,,
R_3Poj4dFnWvuyO4z,3/11/16 11:27,3/11/16 11:28,1,BNHYtgF3y6oE5Z7KQ,0,2,,,0,3,,,,,0,1,,,,,0,2,,,0,3,,,,,0,1,,,,,0,2,,,0,3,,,,,0,1,,,,,0,2,,,0,3,,,,,0,1,,,,,0,2,,,0,3,,,,,0,1,,,,,,,
R_2rPjHSsEeH9dii0,3/11/16 12:03,3/11/16 12:04,1,wGaSKjvm4o49LhLrg,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,,,
R_1gOx3eJVhlwBr5o,3/11/16 12:07,3/11/16 12:08,1,oWHGBei3dY4SjyLpw,0,2,,,,,,,0,3,,,0,1,,,0,2,0,1,,,,,,,,,0,3,,,,,0,2,0,1,,,,,,,0,3,,,0,1,,,,,,,0,3,,,0,2,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_39OmsvKqq9rD99D,3/11/16 12:08,3/11/16 12:09,1,7Rn59QWiRLMAcySTj,,,,,0,2,,,0,3,,,0,1,,,0,1,0,2,,,,,,,,,0,3,,,0,1,0,2,,,,,,,,,0,3,,,,,,,0,2,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_vP6X9AibmYPQBfb,3/11/16 12:14,3/11/16 12:16,1,XsvK4NT3Nh5wjR8En,0,3,,,0,2,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,0,3,,,0,2,,,,,0,1,,,,,0,2,,,0,3,,,,,0,1,,,,,,,
R_XmMJLO2SZ2YYDo5,3/11/16 12:40,3/11/16 12:40,1,DE4yEJwaXQHEzKcQa,,,0,2,,,,,0,3,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,0,1,0,2,,,,,,,,,0,3,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,,,,,0,2,,,0,1,,,,,
R_3PN1dsab7Xg1l9T,3/11/16 12:40,3/11/16 12:42,1,bWNtxPkGd8xNqDf2H,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,1,,,,,,,0,2,,,0,3,,,0,2,,,,,,,0,1,,,,,
R_1qVcwtay3UFoWHa,3/11/16 12:48,3/11/16 12:49,1,5myTGNQJvs2WKRHzh,0,2,0,1,,,,,,,,,0,3,,,0,3,,,0,1,,,,,,,0,2,,,0,3,0,1,,,,,,,,,0,2,,,0,2,0,3,,,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,,,
R_3KqnwNvIPPVkfK2,3/11/16 12:59,3/11/16 12:59,1,TRHpDyjtFJ4Bf98dL,0,1,,,0,3,,,,,,,0,2,,,0,3,,,0,2,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,1,,,0,3,,,,,,,0,2,,,0,3,,,,,0,2,,,,,0,1,,,,,
R_3FJVkyRD5Pl1J6J,3/11/16 13:16,3/11/16 13:17,1,udy3MprwBQ5HiyMCT,,,0,3,0,1,,,,,0,2,,,,,,,0,3,,,,,,,0,2,0,1,,,,,0,3,,,,,,,0,2,0,1,,,,,0,3,,,,,,,0,2,0,1,,,,,0,3,,,,,,,0,2,0,1,,,,,
R_2WNB1CgglfjVNFM,3/11/16 14:01,3/11/16 14:02,1,LcANkd9aNJ5k5m36D,0,1,,,0,2,,,,,,,0,3,,,,,,,,,,,0,3,,,0,2,0,1,,,,,0,3,,,,,,,0,2,0,1,0,2,,,,,,,,,,,0,3,0,1,0,1,,,,,,,0,3,,,0,2,,,,,
R_2a8MmkPVcdCtMdh,3/11/16 16:13,3/11/16 16:14,1,pJmeMQeWgG5t6W9qP,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,,,
R_3suIAzKRHCBenES,3/11/16 16:18,3/11/16 16:18,1,JzmhwhLyzer2RAe6v,0,3,0,2,,,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,0,3,,,0,1,,,,,,,0,2,,,,,
R_33dyl9fEZS46N9o,3/11/16 16:28,3/11/16 16:30,1,btruDZRTdLHpSMw8Z,,,,,0,3,,,,,0,1,0,2,,,,,0,3,,,,,,,0,2,0,1,,,0,3,,,,,,,,,0,2,0,1,,,0,3,,,0,1,,,,,,,0,2,,,0,2,,,,,,,,,0,1,0,3,,,,,
R_2VDAQWuztRzH2k4,3/11/16 16:48,3/11/16 16:50,1,65rkkh9mvCWJswXdW,0,2,,,0,3,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,1,0,2,,,,,,,,,0,3,,,0,3,,,0,2,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,,,
R_0Uias4o8UWwolgt,3/11/16 18:55,3/11/16 18:56,1,eCXK2ArfS3criAJTB,0,3,,,0,2,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,0,3,,,0,2,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,
R_3pr4W2mpbrGEpFo,3/11/16 19:01,3/11/16 19:02,1,46jJ5bQRXvenhFmTb,,,0,1,,,0,3,,,,,,,0,2,0,1,0,2,,,,,,,,,,,0,3,0,2,0,1,,,,,,,,,,,0,3,0,2,0,1,,,,,,,,,,,0,3,0,1,0,2,,,,,,,,,,,0,3,,,
R_24H0JsmV2ZZRDTI,3/11/16 19:11,3/11/16 19:12,1,JYCXAYdtPkWscrdLB,0,2,,,,,0,3,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,0,2,,,,,0,3,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,,,
R_3qaEcHcz6w4pREy,3/11/16 19:24,3/11/16 19:25,1,e3qn8csAYTbHfMxkK,0,1,0,2,,,,,,,,,,,0,3,,,,,0,2,,,,,,,0,1,0,3,0,2,,,,,,,,,,,0,1,0,3,0,2,0,3,,,,,,,,,0,1,,,0,1,0,2,,,,,,,,,,,0,3,,,
R_Oa4ksml1Rwtej3H,3/11/16 19:27,3/11/16 19:28,1,47GQnCY9tKY6QcziM,0,1,,,0,2,,,,,,,,,0,3,0,2,0,1,,,,,,,,,0,3,,,0,2,0,1,,,,,,,,,,,0,3,0,1,,,,,,,,,,,0,2,0,3,0,1,,,,,,,,,,,0,2,0,3,,,
R_aXi2cGcW3Hm5Tsl,3/11/16 20:02,3/11/16 20:04,1,sffrXtuXr5TiAB4mp,,,0,2,,,,,0,3,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,0,1,0,2,,,,,,,,,0,3,,,0,2,0,3,,,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,,,
R_2rD89LuRnEPbxEZ,3/11/16 20:18,3/11/16 20:19,1,w7iHdtHuvS62tpX9A,,,,,0,2,,,0,3,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,0,2,0,3,,,,,,,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,
R_3QFYRYGClEgPiEa,3/11/16 20:19,3/11/16 20:20,1,JSbt6gZfMo7joBzGv,,,,,0,2,,,0,3,,,0,1,,,0,1,0,2,,,,,,,,,,,0,3,0,1,0,2,,,,,,,,,,,0,3,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,
R_1dc6Us2AEXCNREh,3/11/16 20:28,3/11/16 20:29,1,r7ouGiTYscdMz7S96,0,1,0,3,,,,,,,,,0,2,,,0,3,0,2,,,,,,,,,0,1,,,0,1,0,2,0,3,,,,,,,,,,,0,2,0,3,,,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,,,
R_ApUXBIwu646Y3UR,3/11/16 21:22,3/11/16 21:23,1,tDQkgwFiLneeqykeP,0,1,,,0,2,,,,,,,0,3,,,0,1,0,2,0,3,,,,,,,,,,,0,3,0,2,,,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,,,
R_x5jG08ft8mVL6GR,3/11/16 21:27,3/11/16 21:29,1,yqM2BRFq8ZRfjjLkq,0,2,,,,,,,0,1,,,,,0,3,0,1,0,3,0,2,,,,,,,,,,,0,2,,,0,1,,,,,,,,,0,3,0,2,,,0,1,,,,,,,,,0,3,0,2,0,1,,,,,,,,,,,0,3,,,
R_1LcafXm67zX19fu,3/11/16 21:37,3/11/16 21:38,1,L4ym7sk99zbs7SpRS,0,1,,,0,3,,,,,,,0,2,,,0,1,,,0,3,,,,,,,0,2,,,0,1,,,0,2,,,,,,,0,3,,,,,,,0,3,,,0,1,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,
R_3fqvCQWaUQg4db9,3/11/16 21:37,3/11/16 21:39,1,uaKgcq3eKvpoHhiRp,,,0,3,,,,,,,0,2,0,1,,,0,1,0,2,,,,,,,,,0,3,,,0,1,0,2,,,,,,,,,0,3,,,0,2,0,3,,,,,,,,,0,1,,,0,3,0,2,,,,,,,,,0,1,,,,,
R_2aqtsPfWtG2tE8Z,3/11/16 22:38,3/11/16 22:40,1,DJkv5Fv9S4kWNyB3h,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,0,2,,,,,,,,,,,0,1,0,3,0,2,,,,,,,,,,,0,1,,,0,2,,,,,,,0,3,,,0,1,,,0,2,,,,,,,,,0,3,,,
R_tFHg797Nd7M8sSJ,3/11/16 23:20,3/11/16 23:21,1,8LxJGcCiZ4Qc6jQuJ,0,1,0,3,0,2,,,,,,,,,,,0,1,,,0,2,,,,,,,0,3,,,0,1,,,0,2,,,0,3,,,,,,,0,1,0,2,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,,,
